	T0A	T0B	T14A	T14B
ENSG00000265746	0	0	0	0
ENSG00000265749	14	20	23	25
ENSG00000265750	14	4	10	3
ENSG00000265751	0	0	0	0
ENSG00000265752	0	0	0	0
ENSG00000265753	1	2	0	0
ENSG00000265758	0	0	0	0
ENSG00000265763	10	4	12	3
ENSG00000265766	2	0	0	0
ENSG00000265768	0	0	0	0
ENSG00000265775	0	0	0	0
ENSG00000265776	0	0	0	0
ENSG00000265777	0	0	0	0
ENSG00000265778	26	21	43	53
ENSG00000265781	0	0	0	0
ENSG00000265784	0	0	0	0
ENSG00000265786	0	0	0	0
ENSG00000265787	0	0	0	0
ENSG00000265788	0	0	0	0
ENSG00000265789	0	0	0	0
ENSG00000265790	1	0	0	2
ENSG00000265791	4	4	1	4
ENSG00000265793	0	0	0	0
ENSG00000265794	0	0	0	0
ENSG00000265798	13	8	2	4
ENSG00000265799	2	0	0	0
ENSG00000265800	0	1	4	2
ENSG00000265801	0	0	0	0
ENSG00000265802	6	1	3	7
ENSG00000265806	2	6	6	1
ENSG00000265808	5487	3586	3401	3408
ENSG00000265810	0	0	0	0
ENSG00000265813	0	0	1	0
ENSG00000265814	0	0	0	1
ENSG00000265815	0	0	0	0
ENSG00000265817	38	17	19	15
ENSG00000265818	0	0	0	0
ENSG00000265820	0	0	0	0
ENSG00000265822	0	0	0	0
ENSG00000265828	0	0	0	0
ENSG00000265829	0	0	0	0
ENSG00000265831	0	0	0	0
ENSG00000265833	0	0	0	0
ENSG00000265836	0	0	1	0
ENSG00000265840	0	0	0	0
ENSG00000265841	0	0	0	0
ENSG00000265843	0	0	0	0
ENSG00000265844	0	0	0	0
ENSG00000265845	0	0	2	0
ENSG00000265846	0	0	0	0
ENSG00000265847	0	0	0	0
ENSG00000265848	0	0	0	0
ENSG00000265850	0	0	0	0
ENSG00000265853	0	0	0	0
ENSG00000265855	0	0	0	0
ENSG00000265859	0	0	0	0
ENSG00000265861	0	0	0	0
ENSG00000265863	0	0	0	0
ENSG00000265867	0	0	0	0
ENSG00000265871	0	1	0	0
ENSG00000265872	0	0	0	0
ENSG00000265873	0	0	0	0
ENSG00000265874	1	0	0	0
ENSG00000265878	0	0	0	0
ENSG00000265879	0	0	0	0
ENSG00000265881	0	0	0	0
ENSG00000265882	0	0	0	0
ENSG00000265883	0	0	0	0
ENSG00000265885	0	0	0	0
ENSG00000265888	0	0	0	0
ENSG00000265889	0	0	0	0
ENSG00000265892	0	0	0	0
ENSG00000265894	0	0	0	0
ENSG00000265897	0	0	0	0
ENSG00000265902	0	0	0	0
ENSG00000265905	0	0	0	0
ENSG00000265907	0	0	4	0
ENSG00000265908	2	0	2	4
ENSG00000265912	0	0	0	2
ENSG00000265916	0	0	0	0
ENSG00000265917	2	1	3	4
ENSG00000265918	0	0	0	1
ENSG00000265919	0	0	0	0
ENSG00000265924	0	0	0	0
ENSG00000265927	0	0	0	0
ENSG00000265929	0	0	0	0
ENSG00000265932	0	0	0	0
ENSG00000265933	0	2	0	2
ENSG00000265934	0	0	0	0
ENSG00000265935	0	0	0	0
ENSG00000265936	0	0	1	1
ENSG00000265939	8	8	3	2
ENSG00000265942	0	0	0	0
ENSG00000265943	13	8	6	2
ENSG00000265944	0	0	0	0
ENSG00000265946	0	0	0	0
ENSG00000265948	0	0	0	0
ENSG00000265954	0	0	0	0
ENSG00000265956	0	0	0	0
ENSG00000265957	0	0	0	0
ENSG00000265961	0	0	0	0
ENSG00000265962	10	15	1	4
ENSG00000265964	0	0	0	0
ENSG00000265965	0	0	0	0
ENSG00000265967	0	0	0	0
ENSG00000265971	5	0	1	0
ENSG00000265972	21223	14353	29482	29920
ENSG00000265973	0	0	0	0
ENSG00000265975	0	0	0	0
ENSG00000265976	1	0	0	0
ENSG00000265980	0	0	0	0
ENSG00000265981	0	0	0	0
ENSG00000265982	3	0	1	0
ENSG00000265984	0	0	5	8
ENSG00000265986	0	0	0	0
ENSG00000265987	0	0	0	0
ENSG00000265991	0	0	0	0
ENSG00000265992	0	0	0	0
ENSG00000265993	0	0	0	0
ENSG00000265994	0	0	0	0
ENSG00000265995	0	0	0	0
ENSG00000265996	4	4	1	2
ENSG00000266002	0	0	0	0
ENSG00000266003	0	0	0	0
ENSG00000266006	0	0	0	0
ENSG00000266009	0	0	0	0
ENSG00000266010	23	26	15	14
ENSG00000266012	0	0	0	0
ENSG00000266013	0	0	0	0
ENSG00000266014	0	0	0	0
ENSG00000266015	0	0	0	0
ENSG00000266016	0	0	0	0
ENSG00000266017	0	0	0	0
ENSG00000266019	1	0	0	0
ENSG00000266028	3659	2155	1504	1559
ENSG00000266036	0	0	0	1
ENSG00000266038	0	0	0	0
ENSG00000266039	0	0	0	0
ENSG00000266041	0	0	0	0
ENSG00000266042	0	0	0	0
ENSG00000266043	0	0	2	0
ENSG00000266048	0	0	0	0
ENSG00000266049	0	0	0	0
ENSG00000266050	0	0	0	0
ENSG00000266052	0	0	0	0
ENSG00000266053	28	16	51	40
ENSG00000266059	0	0	0	0
ENSG00000266063	0	0	0	0
ENSG00000266065	0	0	0	0
ENSG00000266066	12	15	17	19
ENSG00000266071	0	0	0	0
ENSG00000266072	0	0	0	0
ENSG00000266074	1079	594	666	555
ENSG00000266075	0	1	0	2
ENSG00000266076	0	0	0	0
ENSG00000266078	0	0	0	0
ENSG00000266079	0	0	0	0
ENSG00000266086	0	0	0	0
ENSG00000266088	2	0	6	5
ENSG00000266094	109	72	99	96
ENSG00000266097	0	2	0	1
ENSG00000266099	0	0	0	0
ENSG00000266100	0	0	0	0
ENSG00000266101	0	0	0	0
ENSG00000266102	0	0	0	0
ENSG00000266104	0	1	0	0
ENSG00000266105	0	0	0	0
ENSG00000266106	0	0	0	0
ENSG00000266107	0	0	0	0
ENSG00000266109	0	0	0	0
ENSG00000266110	0	0	0	0
ENSG00000266111	3	1	4	12
ENSG00000266114	0	0	0	0
ENSG00000266117	0	0	0	0
ENSG00000266120	0	0	0	0
ENSG00000266124	0	0	1	1
ENSG00000266126	0	0	0	4
ENSG00000266127	0	0	0	0
ENSG00000266128	0	0	0	0
ENSG00000266129	0	0	0	1
ENSG00000266133	0	0	0	0
ENSG00000266139	0	0	0	0
ENSG00000266140	0	0	0	0
ENSG00000266144	0	0	0	0
ENSG00000266145	0	0	3	1
ENSG00000266146	0	0	0	0
ENSG00000266148	0	0	0	0
ENSG00000266149	0	0	0	2
ENSG00000266150	0	0	0	0
ENSG00000266151	0	0	0	0
ENSG00000266153	0	0	0	0
ENSG00000266155	0	0	1	2
ENSG00000266158	0	0	0	0
ENSG00000266160	0	0	0	0
ENSG00000266162	0	0	0	0
ENSG00000266166	0	0	0	0
ENSG00000266168	0	0	0	0
ENSG00000266171	9	2	0	2
ENSG00000266173	152	84	148	105
ENSG00000266174	0	0	0	0
ENSG00000266179	0	0	0	0
ENSG00000266180	0	0	0	0
ENSG00000266181	0	0	0	0
ENSG00000266184	5	5	3	3
ENSG00000266185	0	0	0	0
ENSG00000266187	0	0	0	1
ENSG00000266188	0	0	0	0
ENSG00000266189	0	0	2	2
ENSG00000266190	0	2	0	2
ENSG00000266192	0	0	0	0
ENSG00000266194	0	0	0	0
ENSG00000266195	0	0	0	0
ENSG00000266196	0	0	0	0
ENSG00000266200	0	0	0	0
ENSG00000266201	0	0	0	0
ENSG00000266202	0	0	0	0
ENSG00000266203	0	0	0	0
ENSG00000266204	0	0	0	0
ENSG00000266206	0	0	0	0
ENSG00000266208	321	194	169	167
ENSG00000266210	0	0	0	0
ENSG00000266211	0	0	0	0
ENSG00000266213	0	0	0	0
ENSG00000266215	0	0	0	0
ENSG00000266217	0	0	0	1
ENSG00000266222	0	0	0	0
ENSG00000266226	0	0	0	0
ENSG00000266227	1	2	1	0
ENSG00000266228	0	0	0	0
ENSG00000266232	0	0	0	0
ENSG00000266235	2	1	3	2
ENSG00000266236	3	3	0	2
ENSG00000266237	0	0	0	0
ENSG00000266240	0	0	0	0
ENSG00000266242	0	0	0	0
ENSG00000266243	0	0	0	0
ENSG00000266245	0	0	0	0
ENSG00000266248	2	0	0	0
ENSG00000266251	0	0	0	0
ENSG00000266255	0	0	0	1
ENSG00000266256	0	2	7	6
ENSG00000266258	6	5	10	7
ENSG00000266261	1	0	0	0
ENSG00000266262	0	0	0	0
ENSG00000266265	28	8	20	22
ENSG00000266268	0	0	0	0
ENSG00000266270	0	0	0	0
ENSG00000266273	0	0	0	0
ENSG00000266274	0	0	0	0
ENSG00000266276	0	0	0	0
ENSG00000266278	2	1	2	0
ENSG00000266279	0	0	0	0
ENSG00000266282	10	2	7	10
ENSG00000266283	9	8	2	4
ENSG00000266287	0	0	0	0
ENSG00000266288	0	0	0	2
ENSG00000266289	2	4	12	24
ENSG00000266290	0	0	0	0
ENSG00000266291	0	0	0	0
ENSG00000266296	18	10	9	8
ENSG00000266297	0	0	0	0
ENSG00000266299	0	0	0	0
ENSG00000266302	4	2	7	5
ENSG00000266304	0	0	1	2
ENSG00000266305	0	0	0	0
ENSG00000266306	0	0	0	0
ENSG00000266307	0	1	0	0
ENSG00000266308	0	0	2	0
ENSG00000266311	0	0	0	0
ENSG00000266312	0	0	0	0
ENSG00000266313	0	0	2	3
ENSG00000266315	0	0	0	0
ENSG00000266317	0	0	0	0
ENSG00000266318	0	0	0	0
ENSG00000266320	0	0	4	0
ENSG00000266321	0	0	0	0
ENSG00000266324	0	0	0	0
ENSG00000266325	0	0	0	0
ENSG00000266327	0	0	0	0
ENSG00000266328	0	0	0	0
ENSG00000266329	0	0	0	0
ENSG00000266335	0	0	0	0
ENSG00000266338	1335	688	570	566
ENSG00000266340	0	0	1	0
ENSG00000266341	0	0	0	0
ENSG00000266354	0	0	0	0
ENSG00000266356	0	0	0	0
ENSG00000266357	0	0	0	0
ENSG00000266364	0	0	0	0
ENSG00000266365	2	0	0	0
ENSG00000266368	0	0	3	0
ENSG00000266369	0	0	0	0
ENSG00000266370	0	0	0	0
ENSG00000266371	0	0	0	0
ENSG00000266373	0	0	0	1
ENSG00000266378	2	5	2	0
ENSG00000266379	1	0	1	1
ENSG00000266383	0	0	0	0
ENSG00000266385	1	2	13	1
ENSG00000266389	0	0	0	0
ENSG00000266392	2	0	0	0
ENSG00000266396	0	0	0	0
ENSG00000266397	0	2	2	0
ENSG00000266401	0	0	1	0
ENSG00000266402	63	11	25	23
ENSG00000266405	28	43	38	24
ENSG00000266407	0	0	0	0
ENSG00000266411	0	1	0	0
ENSG00000266412	9498	6368	22284	22960
ENSG00000266415	0	0	0	0
ENSG00000266416	0	0	0	0
ENSG00000266417	0	0	0	0
ENSG00000266420	0	0	1	0
ENSG00000266421	1	0	0	0
ENSG00000266423	0	0	0	2
ENSG00000266426	0	0	0	0
ENSG00000266431	0	0	0	0
ENSG00000266433	0	0	0	0
ENSG00000266436	0	0	0	0
ENSG00000266437	0	0	0	0
ENSG00000266439	0	0	0	0
ENSG00000266441	9	5	7	1
ENSG00000266445	0	0	1	0
ENSG00000266446	2	1	0	0
ENSG00000266448	0	0	0	0
ENSG00000266449	0	0	0	0
ENSG00000266450	0	0	0	0
ENSG00000266454	0	0	0	0
ENSG00000266456	4	0	3	1
ENSG00000266458	0	0	0	0
ENSG00000266460	0	0	0	0
ENSG00000266461	0	0	0	0
ENSG00000266463	0	0	0	0
ENSG00000266466	0	0	2	0
ENSG00000266467	0	0	0	0
ENSG00000266469	493	355	484	479
ENSG00000266470	0	0	0	0
ENSG00000266472	3770	2046	2929	2866
ENSG00000266473	1	2	9	3
ENSG00000266477	0	0	0	0
ENSG00000266478	0	0	0	0
ENSG00000266479	1	0	0	0
ENSG00000266486	0	0	0	0
ENSG00000266489	0	0	0	0
ENSG00000266490	19	11	18	24
ENSG00000266494	0	0	0	0
ENSG00000266495	1	0	0	0
ENSG00000266497	0	0	0	0
ENSG00000266498	2	0	1	2
ENSG00000266501	8	8	7	4
ENSG00000266502	0	0	0	0
ENSG00000266503	0	0	0	0
ENSG00000266504	0	0	0	0
ENSG00000266505	0	0	0	0
ENSG00000266507	0	0	0	0
ENSG00000266508	0	0	0	0
ENSG00000266509	0	0	0	0
ENSG00000266513	0	0	0	0
ENSG00000266514	0	0	0	0
ENSG00000266515	0	0	0	0
ENSG00000266517	0	0	0	0
ENSG00000266518	0	0	0	0
ENSG00000266520	0	0	0	0
ENSG00000266521	0	0	0	0
ENSG00000266522	0	0	0	0
ENSG00000266524	55	22	3	2
ENSG00000266525	0	0	0	0
ENSG00000266527	0	0	0	0
ENSG00000266529	0	0	0	0
ENSG00000266530	0	0	0	0
ENSG00000266531	0	0	1	0
ENSG00000266533	0	0	1	2
ENSG00000266535	0	0	0	0
ENSG00000266537	0	0	0	0
ENSG00000266538	6	3	0	0
ENSG00000266541	0	0	0	0
ENSG00000266545	0	0	0	0
ENSG00000266549	0	0	0	1
ENSG00000266553	0	1	0	0
ENSG00000266554	0	0	0	0
ENSG00000266555	0	1	0	0
ENSG00000266559	0	0	0	0
ENSG00000266560	0	0	0	0
ENSG00000266561	0	0	0	0
ENSG00000266563	17	18	3	10
ENSG00000266564	0	0	0	0
ENSG00000266569	0	0	0	0
ENSG00000266570	0	0	0	0
ENSG00000266573	0	0	0	0
ENSG00000266575	0	0	0	0
ENSG00000266578	0	0	0	0
ENSG00000266579	0	0	0	2
ENSG00000266580	0	0	0	0
ENSG00000266581	0	0	0	0
ENSG00000266582	0	0	0	0
ENSG00000266583	0	0	0	0
ENSG00000266586	0	0	0	0
ENSG00000266588	0	0	0	0
ENSG00000266589	1	0	1	4
ENSG00000266593	0	0	0	0
ENSG00000266594	0	0	0	0
ENSG00000266598	0	0	0	0
ENSG00000266599	0	0	0	0
ENSG00000266601	6	3	16	9
ENSG00000266602	0	0	0	0
ENSG00000266604	0	0	0	0
ENSG00000266605	0	0	0	0
ENSG00000266610	0	0	0	0
ENSG00000266611	0	0	0	0
ENSG00000266613	1	2	4	0
ENSG00000266614	0	0	0	0
ENSG00000266617	0	0	0	0
ENSG00000266618	0	0	0	0
ENSG00000266619	0	0	0	0
ENSG00000266627	0	0	0	0
ENSG00000266634	0	0	0	0
ENSG00000266640	8	2	1	1
ENSG00000266642	0	0	0	0
ENSG00000266643	6	0	0	1
ENSG00000266644	0	0	2	7
ENSG00000266645	0	0	0	0
ENSG00000266647	0	0	0	0
ENSG00000266648	17	13	9	8
ENSG00000266649	0	0	0	0
ENSG00000266651	13	8	17	9
ENSG00000266654	1	0	0	4
ENSG00000266655	0	0	0	0
ENSG00000266663	0	0	0	0
ENSG00000266664	0	0	0	0
ENSG00000266665	0	0	0	0
ENSG00000266666	0	0	0	0
ENSG00000266667	0	2	0	0
ENSG00000266668	0	0	0	1
ENSG00000266673	0	0	0	0
ENSG00000266676	1	3	3	0
ENSG00000266677	1	0	0	0
ENSG00000266680	35	25	61	29
ENSG00000266690	0	0	0	0
ENSG00000266691	0	0	0	0
ENSG00000266692	0	0	0	0
ENSG00000266693	0	0	0	0
ENSG00000266696	0	0	0	0
ENSG00000266698	0	0	3	1
ENSG00000266703	0	0	0	0
ENSG00000266704	0	0	0	0
ENSG00000266705	0	0	0	0
ENSG00000266707	5	1	6	7
ENSG00000266708	7	2	4	4
ENSG00000266709	64	34	23	24
ENSG00000266710	1	0	0	1
ENSG00000266711	0	0	0	0
ENSG00000266712	5	0	1	1
ENSG00000266714	46	23	53	42
ENSG00000266717	0	0	0	3
ENSG00000266718	10	4	21	27
ENSG00000266719	0	0	0	0
ENSG00000266720	0	0	0	0
ENSG00000266721	2	0	0	1
ENSG00000266728	0	0	0	0
ENSG00000266729	1	0	0	0
ENSG00000266733	0	1	0	0
ENSG00000266736	0	0	0	0
ENSG00000266738	0	0	1	0
ENSG00000266740	0	0	0	0
ENSG00000266743	0	0	0	0
ENSG00000266744	1	2	4	0
ENSG00000266745	0	0	0	0
ENSG00000266746	0	0	0	0
ENSG00000266750	0	1	2	1
ENSG00000266751	0	0	0	0
ENSG00000266754	1	0	0	0
ENSG00000266756	0	0	0	0
ENSG00000266758	0	0	0	0
ENSG00000266760	0	0	0	0
ENSG00000266761	0	0	0	0
ENSG00000266765	0	0	0	0
ENSG00000266767	0	0	0	0
ENSG00000266770	2	1	0	0
ENSG00000266771	0	0	0	0
ENSG00000266774	0	0	0	0
ENSG00000266775	0	0	0	0
ENSG00000266776	0	0	0	0
ENSG00000266777	18	5	14	3
ENSG00000266780	0	0	0	0
ENSG00000266782	0	0	0	0
ENSG00000266783	15	10	4	1
ENSG00000266786	0	0	0	0
ENSG00000266794	0	0	0	0
ENSG00000266801	0	1	0	2
ENSG00000266802	0	0	0	0
ENSG00000266803	0	0	2	0
ENSG00000266805	6	0	0	0
ENSG00000266806	0	0	1	0
ENSG00000266807	0	0	0	0
ENSG00000266808	0	0	0	0
ENSG00000266809	0	0	0	0
ENSG00000266818	0	0	0	0
ENSG00000266820	0	0	0	0
ENSG00000266821	3	0	2	2
ENSG00000266824	1	0	7	5
ENSG00000266826	0	0	0	0
ENSG00000266827	0	0	0	0
ENSG00000266828	0	0	0	0
ENSG00000266830	0	0	0	0
ENSG00000266835	12	2	2	7
ENSG00000266839	0	0	0	0
ENSG00000266840	0	0	0	0
ENSG00000266844	0	0	3	0
ENSG00000266846	0	0	0	0
ENSG00000266850	0	2	4	2
ENSG00000266852	6	3	2	1
ENSG00000266853	2	2	0	0
ENSG00000266855	0	0	0	0
ENSG00000266858	0	0	0	0
ENSG00000266863	0	0	0	0
ENSG00000266865	106	61	49	33
ENSG00000266869	0	0	0	0
ENSG00000266872	0	0	0	0
ENSG00000266875	0	0	0	0
ENSG00000266876	4	3	7	5
ENSG00000266877	8	9	11	8
ENSG00000266885	0	0	0	0
ENSG00000266887	0	0	0	0
ENSG00000266890	0	0	0	0
ENSG00000266891	2	0	0	1
ENSG00000266893	0	0	0	0
ENSG00000266896	12	3	10	7
ENSG00000266897	1	2	5	3
ENSG00000266899	9	3	4	5
ENSG00000266900	0	0	0	2
ENSG00000266901	0	0	0	0
ENSG00000266903	7	2	2	3
ENSG00000266904	31	41	130	121
ENSG00000266905	0	0	0	2
ENSG00000266906	0	0	0	0
ENSG00000266907	4	0	2	8
ENSG00000266908	0	0	0	0
ENSG00000266909	0	0	2	3
ENSG00000266910	11	6	9	10
ENSG00000266913	2	2	2	0
ENSG00000266915	0	0	0	0
ENSG00000266916	2	0	0	4
ENSG00000266918	3	1	0	0
ENSG00000266919	0	0	0	0
ENSG00000266920	5	10	6	5
ENSG00000266921	18	4	73	47
ENSG00000266922	0	0	0	0
ENSG00000266923	0	0	0	0
ENSG00000266924	2	4	0	5
ENSG00000266925	0	0	0	0
ENSG00000266928	0	0	0	0
ENSG00000266929	0	0	0	0
ENSG00000266931	1	0	0	0
ENSG00000266932	2	2	1	1
ENSG00000266933	6	2	15	7
ENSG00000266934	2	4	6	8
ENSG00000266936	0	0	2	0
ENSG00000266938	0	0	0	0
ENSG00000266941	2	0	0	0
ENSG00000266943	0	2	0	0
ENSG00000266944	0	4	0	2
ENSG00000266946	2	1	0	1
ENSG00000266947	12	10	46	27
ENSG00000266950	0	0	0	3
ENSG00000266951	0	0	0	0
ENSG00000266952	0	0	0	0
ENSG00000266953	0	0	0	0
ENSG00000266954	0	0	0	0
ENSG00000266955	0	0	2	0
ENSG00000266957	0	0	0	0
ENSG00000266958	2	0	3	0
ENSG00000266959	2	2	0	0
ENSG00000266960	0	0	0	0
ENSG00000266961	0	0	0	0
ENSG00000266962	22	8	20	14
ENSG00000266963	0	0	0	0
ENSG00000266964	0	2	6	5
ENSG00000266965	0	0	0	0
ENSG00000266967	52	21	45	29
ENSG00000266968	0	0	48	33
ENSG00000266969	1	0	0	0
ENSG00000266970	0	2	3	1
ENSG00000266971	0	0	0	0
ENSG00000266973	0	1	0	0
ENSG00000266975	0	0	2	4
ENSG00000266976	0	0	0	0
ENSG00000266977	0	0	0	0
ENSG00000266978	0	0	0	0
ENSG00000266979	0	0	0	0
ENSG00000266980	0	1	0	2
ENSG00000266981	0	0	0	0
ENSG00000266983	3	2	1	1
ENSG00000266984	0	0	0	0
ENSG00000266985	0	0	0	0
ENSG00000266987	0	0	0	0
ENSG00000266988	0	0	8	0
ENSG00000266989	1	2	3	2
ENSG00000266990	0	0	0	0
ENSG00000266992	0	0	0	0
ENSG00000266993	1	4	13	10
ENSG00000266994	0	1	3	1
ENSG00000266995	3	9	0	0
ENSG00000266997	0	0	0	0
ENSG00000266998	0	0	2	0
ENSG00000267000	1	0	1	0
ENSG00000267001	0	0	0	0
ENSG00000267002	308	158	245	319
ENSG00000267004	0	0	0	1
ENSG00000267005	0	0	0	0
ENSG00000267006	0	2	0	0
ENSG00000267007	0	0	0	0
ENSG00000267009	2	1	7	10
ENSG00000267011	5	4	9	13
ENSG00000267012	0	0	0	0
ENSG00000267013	0	2	0	0
ENSG00000267014	0	0	0	0
ENSG00000267015	0	0	0	0
ENSG00000267016	0	0	0	2
ENSG00000267019	0	0	0	0
ENSG00000267022	0	0	0	0
ENSG00000267023	242	127	115	89
ENSG00000267024	0	0	3	7
ENSG00000267026	0	0	19	5
ENSG00000267027	0	0	0	0
ENSG00000267028	0	0	0	0
ENSG00000267030	0	0	0	0
ENSG00000267032	0	0	2	3
ENSG00000267033	3	0	1	3
ENSG00000267034	0	0	0	0
ENSG00000267035	0	0	0	0
ENSG00000267036	0	0	0	0
ENSG00000267038	0	0	0	0
ENSG00000267039	0	0	0	0
ENSG00000267040	81	57	52	43
ENSG00000267041	68	55	76	66
ENSG00000267042	3	1	3	0
ENSG00000267044	0	0	2	0
ENSG00000267046	1	0	0	0
ENSG00000267047	0	0	0	0
ENSG00000267048	1	0	1	0
ENSG00000267049	5	4	1	1
ENSG00000267051	0	0	0	0
ENSG00000267052	2	2	6	2
ENSG00000267053	2	0	5	5
ENSG00000267054	0	0	0	0
ENSG00000267055	0	0	1	0
ENSG00000267056	0	0	0	1
ENSG00000267057	0	0	0	0
ENSG00000267058	32	14	56	38
ENSG00000267059	0	0	0	0
ENSG00000267060	14	19	3	4
ENSG00000267061	0	0	0	0
ENSG00000267062	0	0	0	0
ENSG00000267063	0	0	0	0
ENSG00000267064	6	11	8	19
ENSG00000267065	0	0	1	6
ENSG00000267066	2	0	0	0
ENSG00000267069	8	10	11	1
ENSG00000267070	0	0	0	0
ENSG00000267072	6	4	7	15
ENSG00000267073	0	1	0	0
ENSG00000267074	0	0	2	0
ENSG00000267075	0	0	0	0
ENSG00000267076	1	1	1	2
ENSG00000267077	0	0	0	0
ENSG00000267078	0	0	1	2
ENSG00000267079	0	0	0	3
ENSG00000267080	283	128	181	149
ENSG00000267081	0	0	0	0
ENSG00000267082	6	2	12	16
ENSG00000267083	0	0	0	0
ENSG00000267084	0	0	0	0
ENSG00000267085	0	0	0	0
ENSG00000267088	0	2	2	0
ENSG00000267089	0	1	0	0
ENSG00000267090	0	0	0	0
ENSG00000267091	1	0	0	0
ENSG00000267092	1	0	1	0
ENSG00000267095	8	0	12	6
ENSG00000267096	3	0	4	0
ENSG00000267097	1	0	25	16
ENSG00000267098	0	0	0	0
ENSG00000267099	0	0	0	0
ENSG00000267100	259	188	345	335
ENSG00000267101	0	0	0	0
ENSG00000267102	126	72	110	106
ENSG00000267104	0	0	0	0
ENSG00000267105	0	0	0	0
ENSG00000267106	361	228	332	317
ENSG00000267107	0	0	0	0
ENSG00000267108	9	3	2	3
ENSG00000267109	0	0	0	0
ENSG00000267110	0	0	0	0
ENSG00000267112	0	0	0	0
ENSG00000267113	0	1	0	0
ENSG00000267114	1	1	3	7
ENSG00000267115	0	0	0	0
ENSG00000267116	0	0	0	0
ENSG00000267117	0	0	2	0
ENSG00000267119	23	16	7	7
ENSG00000267120	0	0	0	0
ENSG00000267121	30	24	2	3
ENSG00000267122	0	2	9	14
ENSG00000267123	0	1	1	0
ENSG00000267124	0	0	0	0
ENSG00000267125	0	0	0	0
ENSG00000267127	14	6	24	24
ENSG00000267128	0	0	8	16
ENSG00000267129	0	0	0	0
ENSG00000267130	0	0	4	2
ENSG00000267131	3	3	3	9
ENSG00000267132	0	0	0	0
ENSG00000267133	0	0	0	0
ENSG00000267134	0	0	0	0
ENSG00000267135	0	0	0	0
ENSG00000267136	0	0	0	0
ENSG00000267137	0	0	0	0
ENSG00000267138	2	0	2	2
ENSG00000267139	0	0	0	0
ENSG00000267140	0	0	0	0
ENSG00000267141	6	12	5	6
ENSG00000267142	2	0	2	4
ENSG00000267143	0	0	0	0
ENSG00000267144	0	0	0	0
ENSG00000267145	0	0	0	0
ENSG00000267146	0	0	0	0
ENSG00000267147	2	2	0	0
ENSG00000267148	0	0	0	0
ENSG00000267149	0	0	0	2
ENSG00000267150	0	0	2	0
ENSG00000267151	0	0	0	0
ENSG00000267152	15	6	32	22
ENSG00000267153	1	0	1	0
ENSG00000267154	0	0	0	0
ENSG00000267156	12	7	5	8
ENSG00000267157	0	0	0	0
ENSG00000267159	3	0	0	0
ENSG00000267160	0	1	0	1
ENSG00000267162	0	0	0	0
ENSG00000267165	0	0	0	0
ENSG00000267166	0	0	0	0
ENSG00000267168	0	0	0	0
ENSG00000267169	89	44	95	71
ENSG00000267170	4	2	2	3
ENSG00000267172	0	0	0	0
ENSG00000267173	0	0	0	0
ENSG00000267174	2	1	0	0
ENSG00000267175	0	0	1	1
ENSG00000267177	0	0	0	0
ENSG00000267178	1	0	0	1
ENSG00000267179	1	0	1	0
ENSG00000267180	0	0	0	0
ENSG00000267182	0	0	0	0
ENSG00000267184	0	0	2	0
ENSG00000267185	27	18	16	20
ENSG00000267187	0	0	0	0
ENSG00000267188	0	0	0	0
ENSG00000267189	0	0	0	0
ENSG00000267190	0	0	0	0
ENSG00000267191	9	8	9	7
ENSG00000267192	5	0	4	2
ENSG00000267193	3	0	1	1
ENSG00000267194	4	3	131	120
ENSG00000267195	0	0	0	0
ENSG00000267196	0	0	0	0
ENSG00000267197	6	3	8	7
ENSG00000267198	0	0	0	0
ENSG00000267199	44	31	21	16
ENSG00000267200	0	0	0	0
ENSG00000267201	11	1	7	4
ENSG00000267202	0	0	0	0
ENSG00000267203	0	1	7	0
ENSG00000267204	0	0	0	0
ENSG00000267205	1	0	0	1
ENSG00000267206	0	0	0	0
ENSG00000267207	0	0	0	0
ENSG00000267209	0	0	0	0
ENSG00000267211	2	0	0	1
ENSG00000267212	0	0	0	1
ENSG00000267213	55	24	21	32
ENSG00000267214	0	0	0	2
ENSG00000267215	0	0	0	0
ENSG00000267216	14	6	12	16
ENSG00000267218	0	0	0	0
ENSG00000267219	10	3	11	6
ENSG00000267220	0	0	1	0
ENSG00000267221	8	8	8	6
ENSG00000267222	0	0	2	0
ENSG00000267223	0	0	0	0
ENSG00000267224	0	0	4	0
ENSG00000267225	0	0	0	0
ENSG00000267226	5	2	2	16
ENSG00000267227	0	0	0	0
ENSG00000267228	0	0	0	0
ENSG00000267231	0	0	2	0
ENSG00000267232	0	0	0	0
ENSG00000267233	0	0	2	0
ENSG00000267234	0	0	0	1
ENSG00000267235	0	0	0	0
ENSG00000267238	0	0	0	0
ENSG00000267239	0	0	0	0
ENSG00000267240	0	0	0	0
ENSG00000267241	0	0	0	0
ENSG00000267243	0	0	0	0
ENSG00000267244	10	12	15	13
ENSG00000267245	0	0	0	0
ENSG00000267246	2	1	0	0
ENSG00000267247	2	0	2	0
ENSG00000267248	52	27	62	33
ENSG00000267249	3	9	14	10
ENSG00000267250	0	0	2	0
ENSG00000267251	2	0	3	0
ENSG00000267252	0	0	0	0
ENSG00000267253	3	3	0	2
ENSG00000267254	58	35	72	55
ENSG00000267255	0	0	0	0
ENSG00000267257	52	58	23	16
ENSG00000267258	3	0	2	1
ENSG00000267259	0	0	0	0
ENSG00000267260	0	0	0	0
ENSG00000267261	0	0	0	0
